category,url,clicks,impressions,action_hint
C_sitemap_only,https://stats47.jp/areas/42000/economy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/43000/population,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/43000/economy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/44000/population,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/44000/economy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/45000/population,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/45000/economy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/46000/population,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/46000/economy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/47000/population,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/areas/47000/economy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/number-of-simple-lodging-facilities,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/sales-amount-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/new-housing-construction-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/rented-housing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/private-rented-housing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/detached-house-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/row-house-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/apartment-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/new-owner-occupied-housing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/new-rented-housing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/rooms-per-dwelling,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/rooms-per-dwelling-owner,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/rooms-per-dwelling-rented,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tatami-per-dwelling-owner,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tatami-per-dwelling-rented,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/floor-area-per-dwelling-owner,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/floor-area-per-dwelling-rented,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/site-area-per-dwelling,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/floor-area-new-owner-dwelling,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/floor-area-new-rented-dwelling,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tatami-per-person-owner,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tatami-per-person-rented,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/flush-toilet-housing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/bathroom-housing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/household-ratio-above-minimum-housing-area,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-rental-housing-rent-per-3-3m2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/private-rental-housing-rent-per-3-3m2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/housing-site-value-per-3-3m2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/planned-construction-cost-per-m2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/city-gas-supply-area-household-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/city-gas-sales-volume,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gasoline-sales-volume,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/electricity-generation-capacity,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/electricity-demand,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/flush-toilet-population-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/waste-recycling-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/garbage-landfill-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/final-disposal-site-remaining-capacity,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/retail-store-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/apparel-retail-store-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/food-retail-store-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/restaurant-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/department-store-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/self-service-store-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/convenience-store-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/barber-beauty-salon-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/cleaning-shop-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-bath-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gas-station-count-per-100km,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/post-office-count-per-100km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/telephone-subscription-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/residential-telephone-subscription-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-phone-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/mail-items-handled,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/mobile-phone-contract-count-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/road-length-per-km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/main-road-length-per-km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/main-road-paving-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/municipal-road-paving-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/vehicle-kilometers-traveled,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/average-road-traffic-volume,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/urbanization-control-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/residential-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/residential-and-mixed-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/neighborhood-commercial-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/commercial-and-neighborhood-commercial-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/industrial-and-semi-industrial-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/urban-park-area-per-person,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/urban-park-count-per-100km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/block-park-count-per-100km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/neighborhood-park-count-per-100km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/sports-park-count-per-100km2,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-area-excluding-northern-territories-and-takeshima,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/natural-environment-conservation-area,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-assessed-land-area,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/prefectural-natural-park-count,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/prefectural-nature-park-area,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/average-temperature,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/maximum-temperature,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/lowest-temperature,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/annual-clear-days,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/annual-cloudy-days,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/annual-precipitation-days,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/annual-snow-days,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/annual-sunshine-duration,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/annual-precipitation,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/maximum-snow-depth,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/average-relative-humidity,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/non-agricultural-income-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/mobile-phone-ownership-multi-person-households-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/pc-ownership-multi-person-households-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tablet-ownership-multi-person-households-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/smartphone-ownership-multi-person-households-per-1000,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-production-in-the-prefecture,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/taxpayer-count-income,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/taxpayer-count-equal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/number-of-establishments-establishment-corporate-statistics,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/number-of-establishments-economic-census-basic-survey,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/prime-contractor-completed-construction-public,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/subcontractor-completed-construction,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/forest-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/nature-park-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-assessed-land-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-assessed-land-area-ratio-paddy,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-assessed-land-area-ratio-field,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/total-assessed-land-area-ratio-residential,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gdp-growth-rate-pref-h17,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/prefectural-income-growth-rate-h17,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gross-prefectural-income-growth-rate-nominal-h17,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gross-prefectural-income-growth-rate-real-h17,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gdp-growth-rate-pref-h23,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/prefectural-income-growth-rate-h23,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/gross-prefectural-income-growth-rate-nominal-h23,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-kenmin-shotoku-h23,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/secondary-industry-establishment-ratio-census,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tertiary-industry-establishment-ratio-census,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/secondary-industry-establishment-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tertiary-industry-establishment-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/establishment-ratio-1-4-employees-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/establishment-ratio-5-9-employees-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/establishment-ratio-10-29-employees-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/establishment-ratio-100-299-employees-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/establishment-ratio-300plus-employees-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/employee-ratio-1-4-employee-establishments-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/employee-ratio-5-9-employee-establishments-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/employee-ratio-10-29-employee-establishments-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/employee-ratio-100-299-employee-establishments-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/employee-ratio-300plus-employee-establishments-private,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tertiary-industry-employees-per-establishment-census,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/secondary-industry-employees-per-establishment,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/tertiary-industry-employees-per-establishment,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/cultivated-land-area-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/land-productivity-per-ha,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/cultivated-land-area-per-household,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/manufacturing-shipment-amount-per-employee,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/manufacturing-shipment-amount-per-establishment,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/deposit-balance-per-person,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/postal-savings-balance-per-capita,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/bank-deposit-balance-per-person,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/fiscal-strength-index-prefecture,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/real-balance-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/self-financing-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/local-debt-current-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/current-balance-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/investment-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/general-revenue-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/local-tax-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/local-allocation-tax-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/national-treasury-disbursement-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-inhabitant-tax-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-fixed-asset-tax-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-national-tax-collected,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/taxpayer-ratio-per-pref-resident,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/welfare-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/social-welfare-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/elderly-welfare-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-assistance-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/labor-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/agriculture-forestry-fisheries-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/commerce-industry-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-works-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/police-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/firefighting-expenditure-ratio-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/education-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/disaster-recovery-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/personnel-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/assistance-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/ordinary-construction-expenditure-ratio-pref-finance,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-total-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-welfare-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-sanitation-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-public-works-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-police-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-capita-education-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-child-public-elementary-school-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-student-public-junior-high-school-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-student-public-high-school-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/per-child-kindergarten-expenditure-pref-municipal,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/elementary-school-count-per-100k-6-11,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/junior-high-school-count-per-100k-12-14,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/high-school-count-per-100k-15-17,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/kindergarten-count-per-100k-3-5,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/nursery-count-per-100k-0-5,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/certified-childcare-center-count-per-100k-0-5,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/compulsory-education-school-count-per-100k-6-14,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/secondary-education-school-count-per-100k-12-17,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-high-school-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-kindergarten-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-nursery-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-elementary-school-gym-installation-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-junior-high-school-gym-installation-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-elementary-school-pool-installation-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-junior-high-school-pool-installation-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-high-school-pool-installation-rate,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/elementary-school-teachers-ratio-female,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/elementary-school-children-1-per,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/middle-school-students-1-per,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/elementary-school-students-per-teacher,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/junior-high-school-students-per-teacher,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/high-school-students-per-teacher,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/kindergarten-students-per-teacher,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/nursery-children-per-nursery-teacher,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-high-school-student-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-kindergarten-student-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/public-nursery-student-ratio,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/junior-college-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/university-count-per-100k,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/junior-college-capacity-index,0,0,未クロール or 検出未登録（内部リンク強化検討）
C_sitemap_only,https://stats47.jp/ranking/university-capacity-index,0,0,未クロール or 検出未登録（内部リンク強化検討）
