URL,前回のクロール,ステータス
https://stats47.jp/population/commuting-school/dashboard/13111,2026-03-10,保留
https://stats47.jp/dashboard/20000/laborwage/labor-force-structure,2026-03-10,保留
https://stats47.jp/blog/tags/廃棄物処理,2026-03-09,保留
http://stats47.jp/population,2026-03-09,保留
https://stats47.jp/blog/tags/不慮の事故,2026-03-09,保留
https://stats47.jp/dashboard/17000/dashboard/00000,2026-03-08,保留
https://stats47.jp/safetyenvironment/police-crime/dashboard/39000,2026-03-08,保留
https://stats47.jp/commercial/commercial-facilities/dashboard/04000,2026-03-08,保留
https://stats47.jp/administrativefinancial/revenue/dashboard/04000,2026-03-08,保留
https://stats47.jp/laborwage/job-seeking-placement/dashboard/15000,2026-03-08,保留
https://stats47.jp/socialsecurity/health-care/dashboard/06000,2026-03-08,保留
https://stats47.jp/educationsports/social-activities/dashboard/23000,2026-03-08,保留
https://stats47.jp/agriculture/forestry/dashboard/26000,2026-03-08,保留
https://stats47.jp/energy/industrial-water/dashboard/13000,2026-03-08,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/34000,2026-03-08,保留
https://stats47.jp/construction/housing-structure/dashboard/37000,2026-03-08,保留
https://stats47.jp/administrativefinancial/expenditure/dashboard/35000,2026-03-08,保留
https://stats47.jp/educationsports/sports-facilities/dashboard/15000,2026-03-08,保留
https://stats47.jp/educationsports/college-university/dashboard/19000,2026-03-08,保留
https://stats47.jp/energy/infrastructure-energy/dashboard/21000,2026-03-08,保留
https://stats47.jp/energy/waste-management/dashboard/04000,2026-03-08,保留
https://stats47.jp/laborwage/labor-force-structure/dashboard/14000,2026-03-08,保留
https://stats47.jp/international/foreign-population/dashboard/17000,2026-03-08,保留
https://stats47.jp/landweather/natural-environment/dashboard/22000,2026-03-08,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/16000,2026-03-08,保留
https://stats47.jp/economy/business-scale/dashboard/38000,2026-03-08,保留
https://stats47.jp/landweather/land-area/dashboard/45000,2026-03-08,保留
https://stats47.jp/educationsports/cultural-facilities/dashboard/04000,2026-03-08,保留
https://stats47.jp/energy/waste-management/dashboard/06000,2026-03-08,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/01000,2026-03-08,保留
https://stats47.jp/construction/construction-manufacturing/dashboard/18000,2026-03-08,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/12000,2026-03-08,保留
https://stats47.jp/commercial/commerce-service-industry/dashboard/31000,2026-03-08,保留
https://stats47.jp/socialsecurity/medical-expenses/dashboard/10000,2026-03-08,保留
https://stats47.jp/construction/housing-ownership/dashboard/23000,2026-03-08,保留
https://stats47.jp/construction/housing-ownership/dashboard/15000,2026-03-08,保留
https://stats47.jp/administrativefinancial/investment/dashboard/40000,2026-03-08,保留
https://stats47.jp/agriculture/fishery/dashboard/40000,2026-03-08,保留
https://stats47.jp/safetyenvironment/fire-emergency/dashboard/28000,2026-03-08,保留
https://stats47.jp/dashboard/45000/safetyenvironment/fire-insurance,2026-03-08,保留
https://stats47.jp/safetyenvironment/police-crime/dashboard/33000,2026-03-08,保留
https://stats47.jp/laborwage/labor-force-structure/dashboard/28000,2026-03-08,保留
https://stats47.jp/socialsecurity/medical-expenses/dashboard/18000,2026-03-08,保留
https://stats47.jp/educationsports/elementary-school/dashboard/02000,2026-03-08,保留
https://stats47.jp/educationsports/junior-high-school/dashboard/26000,2026-03-08,保留
https://stats47.jp/miningindustry/industrial-production/dashboard/33000,2026-03-08,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/06000,2026-03-08,保留
https://stats47.jp/administrativefinancial/expenditure/dashboard/01000,2026-03-08,保留
https://stats47.jp/landweather/natural-environment/dashboard/39000,2026-03-08,保留
https://stats47.jp/socialsecurity/medical-expenses/dashboard/32000,2026-03-08,保留
https://stats47.jp/landweather/land-area/dashboard/15000,2026-03-08,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/35000,2026-03-08,保留
https://stats47.jp/construction/housing-facilities/dashboard/09000,2026-03-08,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/16000,2026-03-08,保留
https://stats47.jp/educationsports/junior-high-school/dashboard/09000,2026-03-08,保留
https://stats47.jp/socialsecurity/health-care/dashboard/28000,2026-03-08,保留
https://stats47.jp/agriculture/agricultural-production/dashboard/23000,2026-03-08,保留
https://stats47.jp/safetyenvironment/fire-insurance/dashboard/04000,2026-03-08,保留
https://stats47.jp/tourism/transportation/dashboard/33000,2026-03-08,保留
https://stats47.jp/infrastructure/roads/dashboard/30000,2026-03-08,保留
https://stats47.jp/international/foreign-population/dashboard/01000,2026-03-08,保留
https://stats47.jp/population/basic-population/dashboard/03000,2026-03-08,保留
https://stats47.jp/educationsports/compulsory-education/dashboard/38000,2026-03-08,保留
https://stats47.jp/energy/industrial-water/dashboard/12000,2026-03-08,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/00000,2026-03-08,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/09000,2026-03-08,保留
https://stats47.jp/construction/housing-facilities/dashboard/45000,2026-03-08,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/21000,2026-03-08,保留
https://stats47.jp/laborwage/labor-force-structure/dashboard/47000,2026-03-08,保留
https://stats47.jp/population/population-composition/dashboard/12000,2026-03-08,保留
https://stats47.jp/safetyenvironment/fire-insurance/dashboard/42000,2026-03-08,保留
https://stats47.jp/landweather/land-area/dashboard/21000,2026-03-08,保留
https://stats47.jp/administrativefinancial/revenue/dashboard/30000,2026-03-08,保留
https://stats47.jp/economy/business-scale/dashboard/34000,2026-03-08,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/07000,2026-03-08,保留
https://stats47.jp/energy/industrial-water/dashboard/43000,2026-03-08,保留
https://stats47.jp/educationsports/elementary-school/dashboard/18000,2026-03-08,保留
https://stats47.jp/tourism/transportation/dashboard/03000,2026-03-08,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/32000,2026-03-08,保留
https://stats47.jp/laborwage/labor-force-structure/dashboard/11000,2026-03-08,保留
https://stats47.jp/commercial/commerce-service-industry/dashboard/28000,2026-03-08,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/41000,2026-03-08,保留
https://stats47.jp/energy/waste-management/dashboard/37000,2026-03-08,保留
https://stats47.jp/socialsecurity/illness-hospital-visits/dashboard/01000,2026-03-08,保留
https://stats47.jp/educationsports/sports-facilities/dashboard/03000,2026-03-08,保留
https://stats47.jp/infrastructure/public-transport/dashboard/03000,2026-03-08,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/03000,2026-03-08,保留
https://stats47.jp/commercial/commerce-service-industry/dashboard/15000,2026-03-08,保留
https://stats47.jp/administrativefinancial/investment/dashboard/05000,2026-03-08,保留
https://stats47.jp/educationsports/sports-facilities/dashboard/07000,2026-03-08,保留
https://stats47.jp/socialsecurity/illness-hospital-visits/dashboard/26000,2026-03-08,保留
https://stats47.jp/construction/housing-statistics/dashboard/24000,2026-03-08,保留
https://stats47.jp/administrativefinancial/revenue/dashboard/36000,2026-03-08,保留
https://stats47.jp/population/basic-population/dashboard/17000,2026-03-08,保留
https://stats47.jp/safetyenvironment/police-crime/dashboard/38000,2026-03-08,保留
https://stats47.jp/economy/business-scale/dashboard/21000,2026-03-08,保留
https://stats47.jp/economy/consumer-price-difference-index/dashboard/20000,2026-03-08,保留
https://stats47.jp/commercial/commercial-facilities/dashboard/12000,2026-03-08,保留
https://stats47.jp/tourism/transportation/dashboard/36000,2026-03-08,保留
https://stats47.jp/tourism/tourism-accommodation/dashboard/31000,2026-03-08,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/19000,2026-03-08,保留
https://stats47.jp/economy/agricultural-household-economy/dashboard/15000,2026-03-08,保留
https://stats47.jp/economy/agricultural-household-economy/dashboard/00000,2026-03-08,保留
https://stats47.jp/population/basic-population/dashboard/38000,2026-03-08,保留
https://stats47.jp/area-profile/21000/dashboard/00000,2026-03-08,保留
https://stats47.jp/landweather/land-use/dashboard/27000,2026-03-08,保留
https://stats47.jp/commercial/commerce-service-industry/dashboard/43000,2026-03-08,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/21000,2026-03-08,保留
https://stats47.jp/commercial/commerce-service-industry/dashboard/03000,2026-03-08,保留
https://stats47.jp/tourism/tourism-accommodation/dashboard/21000,2026-03-08,保留
https://stats47.jp/infrastructure/parks-greenery/dashboard/38000,2026-03-08,保留
https://stats47.jp/area-profile/25000/dashboard/00000,2026-03-08,保留
https://stats47.jp/socialsecurity/employment-insurance/dashboard/17000,2026-03-08,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/07000,2026-03-08,保留
https://stats47.jp/construction/housing-structure/dashboard/24000,2026-03-08,保留
https://stats47.jp/educationsports/elementary-school/dashboard/40000,2026-03-08,保留
https://storage.stats47.jp/ranking/prefecture/site-area-per-dwelling/2018/thumbnails/thumbnail,2026-03-08,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/25000,2026-03-08,保留
https://stats47.jp/population/commuting-school/dashboard/46000,2026-03-08,保留
https://stats47.jp/safetyenvironment/fire-insurance/dashboard/47000,2026-03-08,保留
http://stats47.jp/area-profile,2026-03-08,保留
https://stats47.jp/dashboard/13000/administrativefinancial/expenditure,2026-03-08,保留
https://stats47.jp/population/birth-death/dashboard/47000,2026-03-08,保留
https://stats47.jp/population/marriage/dashboard/09000,2026-03-08,保留
https://stats47.jp/safetyenvironment/traffic-accidents/dashboard/33000,2026-03-08,保留
https://stats47.jp/safetyenvironment/fire-emergency/dashboard/09000,2026-03-08,保留
https://stats47.jp/laborwage/job-seeking-placement/dashboard/03000,2026-03-08,保留
https://stats47.jp/construction/housing-structure/dashboard/15000,2026-03-08,保留
https://stats47.jp/construction/housing-ownership/dashboard/12000,2026-03-08,保留
https://stats47.jp/landweather/land-area/dashboard/31000,2026-03-08,保留
https://stats47.jp/infrastructure/roads/dashboard/41000,2026-03-08,保留
https://stats47.jp/agriculture/fishery/dashboard/10000,2026-03-08,保留
https://stats47.jp/socialsecurity/public-assistance-welfare/dashboard/34000,2026-03-08,保留
https://stats47.jp/socialsecurity/death-statistics/dashboard/39000,2026-03-07,保留
https://stats47.jp/population/population-movement/dashboard/41000,2026-03-07,保留
https://stats47.jp/agriculture/fishery/dashboard/35000,2026-03-07,保留
https://stats47.jp/population/marriage/dashboard/03000,2026-03-07,保留
https://stats47.jp/miningindustry/manufacturing/dashboard/35000,2026-03-07,保留
https://stats47.jp/safetyenvironment/fire-emergency/dashboard/00000,2026-03-07,保留
https://stats47.jp/construction/living-environment/dashboard/17000,2026-03-07,保留
https://stats47.jp/socialsecurity/medical-expenses/dashboard/08000,2026-03-07,保留
https://stats47.jp/infrastructure/parks-greenery/dashboard/36000,2026-03-07,保留
https://stats47.jp/laborwage/labor-disputes/dashboard/46000,2026-03-07,保留
https://stats47.jp/tourism/transportation/dashboard/19000,2026-03-07,保留
https://stats47.jp/socialsecurity/public-assistance-welfare/dashboard/42000,2026-03-07,保留
https://stats47.jp/population/population-movement/dashboard/28000,2026-03-07,保留
https://stats47.jp/socialsecurity/public-assistance-welfare/dashboard/21000,2026-03-07,保留
https://stats47.jp/infrastructure/public-transport/dashboard/44000,2026-03-07,保留
https://stats47.jp/dashboard/19000/educationsports/cultural-facilities,2026-03-07,保留
https://stats47.jp/population/marriage/dashboard/21000,2026-03-07,保留
https://stats47.jp/safetyenvironment/police-crime/dashboard,2026-03-07,保留
https://stats47.jp/blog/prefecture-rank/day-time-population/2020,2026-03-07,保留
https://stats47.jp/population/marriage/dashboard/23000,2026-03-07,保留
https://stats47.jp/population/marriage/dashboard/42000,2026-03-07,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/45000,2026-03-07,保留
https://stats47.jp/dashboard/44000/population/birth-death,2026-03-07,保留
https://stats47.jp/socialsecurity/pharmacies/dashboard/12000,2026-03-07,保留
https://stats47.jp/population/population-composition/dashboard/41000,2026-03-07,保留
https://stats47.jp/dashboard/11000/socialsecurity/medical-facilities,2026-03-07,保留
https://stats47.jp/landweather/natural-environment/dashboard/44000,2026-03-07,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/15000,2026-03-07,保留
https://stats47.jp/agriculture/fishery/dashboard/37000,2026-03-07,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/03000,2026-03-07,保留
https://stats47.jp/infrastructure/public-transport/dashboard/01000,2026-03-07,保留
https://stats47.jp/dashboard/38000/educationsports/junior-high-school,2026-03-07,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/23000,2026-03-07,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/28000,2026-03-07,保留
https://stats47.jp/international/foreign-population/dashboard/29000,2026-03-07,保留
https://stats47.jp/population/birth-death/dashboard/16000,2026-03-07,保留
https://stats47.jp/infrastructure/public-transport/dashboard/22000,2026-03-07,保留
https://stats47.jp/dashboard/26000/socialsecurity/life-expectancy,2026-03-07,保留
https://stats47.jp/infrastructure/public-transport/dashboard/11000,2026-03-07,保留
https://stats47.jp/miningindustry/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/educationsports/information-communication/dashboard/31000,2026-03-07,保留
https://stats47.jp/construction/housing-statistics/dashboard/32000,2026-03-07,保留
https://stats47.jp/international/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/dashboard/47000/socialsecurity/medical-facilities,2026-03-07,保留
https://stats47.jp/educationsports/information-communication/dashboard/15000,2026-03-07,保留
https://stats47.jp/dashboard/15000/agriculture/agricultural-production,2026-03-07,保留
https://stats47.jp/landweather/land-area/dashboard/04000,2026-03-07,保留
https://stats47.jp/economy/agricultural-household-economy/dashboard/02000,2026-03-07,保留
https://stats47.jp/socialsecurity/medical-facilities/dashboard/11000,2026-03-07,保留
https://stats47.jp/dashboard/33000/socialsecurity/health-care,2026-03-07,保留
https://stats47.jp/dashboard/03000/agriculture/agricultural-production,2026-03-07,保留
https://stats47.jp/dashboard/06000/safetyenvironment/disaster,2026-03-07,保留
https://stats47.jp/energy/infrastructure-energy/dashboard/11000,2026-03-07,保留
https://stats47.jp/educationsports/cultural-facilities/dashboard/19000,2026-03-07,保留
https://stats47.jp/population/commuting-school/dashboard/26100,2026-03-07,保留
https://stats47.jp/population/basic-population/dashboard/07000,2026-03-07,保留
https://stats47.jp/dashboard/16000/socialsecurity/medical-facilities,2026-03-07,保留
https://stats47.jp/dashboard/35000/educationsports/junior-high-school,2026-03-07,保留
https://stats47.jp/population/population-movement/dashboard/26000,2026-03-07,保留
https://stats47.jp/dashboard/46000/economy/business-scale,2026-03-07,保留
https://stats47.jp/dashboard/35000/laborwage/job-seeking-placement,2026-03-07,保留
https://stats47.jp/dashboard/18000/educationsports/cultural-facilities,2026-03-07,保留
https://stats47.jp/dashboard/44000/commercial/commerce-service-industry,2026-03-07,保留
https://stats47.jp/dashboard/25000/educationsports/high-school,2026-03-07,保留
https://stats47.jp/agriculture/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/socialsecurity/social-security-indicators/dashboard/32000,2026-03-07,保留
https://stats47.jp/socialsecurity/illness-hospital-visits/dashboard/02000,2026-03-07,保留
https://stats47.jp/laborwage/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/dashboard/05000/socialsecurity/health-care,2026-03-07,保留
https://stats47.jp/dashboard/03000/construction/housing-statistics,2026-03-07,保留
https://stats47.jp/landweather/land-area/dashboard/27000,2026-03-07,保留
https://stats47.jp/educationsports/junior-high-school/dashboard/47000,2026-03-07,保留
https://stats47.jp/socialsecurity/health-care/dashboard/05000,2026-03-07,保留
http://stats47.jp/$/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/construction/housing-statistics/dashboard/03000,2026-03-07,保留
https://stats47.jp/educationsports/junior-high-school/dashboard/35000,2026-03-07,保留
http://stats47.jp/population/commuting-school/dashboard/26000,2026-03-07,保留
http://stats47.jp/dashboard/21000/population/commuting-school,2026-03-07,保留
https://stats47.jp/$/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/administrativefinancial/expenditure/dashboard/24000,2026-03-07,保留
https://stats47.jp/dashboard/46000/socialsecurity/medical-facilities,2026-03-07,保留
https://stats47.jp/correlation/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/international/foreign-population/dashboard/33000,2026-03-07,保留
https://stats47.jp/economy/consumer-price-difference-index/dashboard/31000,2026-03-07,保留
https://stats47.jp/dashboard/02000/socialsecurity/medical-facilities,2026-03-07,保留
https://stats47.jp/international/foreign-population/dashboard/31000,2026-03-07,保留
https://stats47.jp/laborwage/industrial-structure/dashboard/17000,2026-03-07,保留
https://stats47.jp/population/households/dashboard/29000,2026-03-07,保留
https://stats47.jp/ranking/basic-population/dashboard/00000,2026-03-07,保留
https://stats47.jp/construction/living-environment/dashboard/13000,2026-03-07,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/37000,2026-03-07,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/27000,2026-03-07,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/19346,2026-03-07,保留
https://stats47.jp/socialsecurity/pharmacies/dashboard/41000,2026-03-07,保留
https://stats47.jp/safetyenvironment/fire-emergency/dashboard/15000,2026-03-07,保留
https://stats47.jp/energy/infrastructure-energy/dashboard/36000,2026-03-07,保留
https://stats47.jp/infrastructure/public-transport/dashboard/32000,2026-03-07,保留
https://stats47.jp/infrastructure/roads/dashboard/34000,2026-03-07,保留
https://stats47.jp/economy/business-scale/dashboard/47000,2026-03-07,保留
https://stats47.jp/economy/consumer-price-difference-index/dashboard/10000,2026-03-07,保留
https://stats47.jp/socialsecurity/illness-hospital-visits/dashboard/39000,2026-03-07,保留
https://stats47.jp/area-profile/40000/dashboard/00000,2026-03-07,保留
https://stats47.jp/construction/living-environment/dashboard/43000,2026-03-07,保留
https://stats47.jp/commercial/commerce-service-industry/dashboard/12000,2026-03-07,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/21000,2026-03-07,保留
https://stats47.jp/energy/industrial-water/dashboard/17000,2026-03-07,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/39000,2026-03-07,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/30000,2026-03-07,保留
https://stats47.jp/educationsports/high-school/dashboard/24000,2026-03-07,保留
https://stats47.jp/socialsecurity/long-term-care-insurance/dashboard/08000,2026-03-07,保留
https://stats47.jp/safetyenvironment/police-crime/dashboard/24000,2026-03-07,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/19000,2026-03-07,保留
https://stats47.jp/area-profile/11000/dashboard/00000,2026-03-07,保留
https://stats47.jp/construction/housing-facilities/dashboard/38000,2026-03-07,保留
https://stats47.jp/construction/construction-manufacturing/dashboard/06000,2026-03-07,保留
https://stats47.jp/educationsports/sports-facilities/dashboard/44000,2026-03-07,保留
https://stats47.jp/safetyenvironment/disaster/dashboard/26000,2026-03-07,保留
https://stats47.jp/dashboard/27000/educationsports/information-communication,2026-03-07,保留
https://stats47.jp/landweather/weather-climate/dashboard/39000,2026-03-07,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/04000,2026-03-07,保留
https://stats47.jp/socialsecurity/public-assistance-welfare/dashboard/13000,2026-03-07,保留
https://stats47.jp/educationsports/information-communication/dashboard/21000,2026-03-07,保留
https://stats47.jp/infrastructure/roads/dashboard/31000,2026-03-07,保留
https://stats47.jp/energy/water-supply-sewerage/dashboard/35000,2026-03-07,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/47000,2026-03-07,保留
https://stats47.jp/blog/prefecture-rank/deposit-balance-ratio-multi-person-households/2019,2026-03-07,保留
https://stats47.jp/construction/construction-manufacturing/dashboard/22000,2026-03-07,保留
https://stats47.jp/educationsports/social-activities/dashboard/04000,2026-03-07,保留
https://stats47.jp/agriculture/forestry/dashboard/13000,2026-03-07,保留
https://stats47.jp/tourism/tourism-accommodation/dashboard/22000,2026-03-07,保留
https://stats47.jp/population/population-movement/dashboard/39000,2026-03-07,保留
https://stats47.jp/landweather/natural-environment/dashboard/26000,2026-03-07,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/17000,2026-03-07,保留
https://stats47.jp/energy/waste-management/dashboard/38000,2026-03-07,保留
https://stats47.jp/population/population-composition/dashboard/03000,2026-03-07,保留
https://stats47.jp/dashboard/06000/construction/housing-ownership,2026-03-07,保留
https://stats47.jp/agriculture/agricultural-household/dashboard/34000,2026-03-07,保留
https://stats47.jp/socialsecurity/death-statistics/dashboard/13000,2026-03-07,保留
https://stats47.jp/construction/housing-ownership/dashboard/06000,2026-03-07,保留
https://stats47.jp/economy/business-scale/dashboard/45000,2026-03-07,保留
https://stats47.jp/landweather/natural-environment/dashboard/15000,2026-03-07,保留
https://stats47.jp/socialsecurity/medical-expenses/dashboard/03000,2026-03-07,保留
https://stats47.jp/population/population-composition/dashboard/09000,2026-03-07,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/21000,2026-03-07,保留
https://stats47.jp/administrativefinancial/tax-revenue/dashboard/44000,2026-03-07,保留
https://stats47.jp/socialsecurity/public-assistance-welfare/dashboard/24000,2026-03-07,保留
https://stats47.jp/population/population-composition/dashboard/19000,2026-03-07,保留
https://stats47.jp/population/households/dashboard/38000,2026-03-07,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/42000,2026-03-07,保留
https://stats47.jp/dashboard/23000/infrastructure/parks-greenery,2026-03-07,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard,2026-03-07,保留
https://stats47.jp/dashboard/46000/population/marriage,2026-03-07,保留
https://stats47.jp/socialsecurity/pharmacies/dashboard/08000,2026-03-07,保留
https://stats47.jp/dashboard/23000/landweather/weather-climate,2026-03-07,保留
https://stats47.jp/construction/housing-facilities/dashboard/31000,2026-03-07,保留
https://stats47.jp/economy/consumer-price-difference-index/dashboard/22000,2026-03-07,保留
https://stats47.jp/dashboard/46000/population/population-composition,2026-03-07,保留
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/04000,2026-03-07,保留
https://stats47.jp/dashboard/06000/agriculture/agricultural-production,2026-03-07,保留
https://stats47.jp/dashboard/07000/educationsports/kindergarten,2026-03-06,保留
https://stats47.jp/administrativefinancial/revenue/dashboard/02000,2026-03-06,保留
https://stats47.jp/international/foreign-population/dashboard/44000,2026-03-06,保留
https://stats47.jp/dashboard/37000/landweather/land-use,2026-03-06,保留
https://stats47.jp/population/marriage/dashboard/27000,2026-03-06,保留
https://stats47.jp/dashboard/44000/educationsports/elementary-school,2026-03-06,保留
https://stats47.jp/educationsports/kindergarten/dashboard/43000,2026-03-06,保留
https://stats47.jp/dashboard/26000/tourism/tourism-accommodation,2026-03-06,保留
https://stats47.jp/administrativefinancial/revenue/dashboard/23000,2026-03-06,保留
https://stats47.jp/laborwage/labor-disputes/ranking,2026-03-06,保留
https://stats47.jp/educationsports/educational-attainment/ranking,2026-03-06,保留
https://stats47.jp/population/commuting-school/dashboard/12000,2026-03-06,保留
https://stats47.jp/blog/prefecture-rank/physical-disability-rehabilitation-center-cases-per-1000/2022,2026-03-06,保留
https://stats47.jp/blog/prefecture-rank/cpi-regional-difference-index-healthcare/2023,2026-03-06,保留
https://stats47.jp/dashboard/08000/population/population-composition,2026-03-06,保留
https://stats47.jp/construction/housing-statistics,2026-03-06,保留
https://stats47.jp/blog/prefecture-rank/dental-checkup-guidance-persons-per-1000/2020,2026-03-06,保留
https://stats47.jp/population/commuting-school/dashboard/12100,2026-03-06,保留
https://stats47.jp/administrativefinancial/staff-assembly-election/dashboard/43000,2026-03-06,保留
https://stats47.jp/dashboard/29000/educationsports/high-school,2026-03-06,保留
https://stats47.jp/safetyenvironment/disaster/ranking,2026-03-06,保留
https://stats47.jp/population/marriage/dashboard/36000,2026-03-05,保留
https://stats47.jp/energy/industrial-water/dashboard/09000,2026-03-05,保留
https://stats47.jp/dashboard/13000/economy/household-economy,2026-03-05,保留
https://stats47.jp/dashboard/46000/socialsecurity/health-care,2026-03-05,保留
https://stats47.jp/dashboard/41000/population/birth-death,2026-03-05,保留
https://stats47.jp/dashboard/18000/agriculture/agricultural-household,2026-03-05,保留
https://www.stats47.jp/stats/tag/犯罪・司法,2026-03-05,保留
https://stats47.jp/dashboard/42000/educationsports/high-school,2026-03-05,保留
https://stats47.jp/dashboard/05000/population/households,2026-03-05,保留
https://stats47.jp/dashboard/14000/socialsecurity/death-statistics,2026-03-05,保留
https://stats47.jp/safetyenvironment/pollution-environment/dashboard/11000,2026-03-04,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/19000,2026-03-04,保留
https://stats47.jp/landweather/natural-environment/dashboard/36000,2026-03-04,保留
https://stats47.jp/socialsecurity/illness-hospital-visits/dashboard/29000,2026-03-04,保留
https://stats47.jp/population/basic-population/dashboard/40000,2026-03-04,保留
https://stats47.jp/infrastructure/roads/dashboard/22000,2026-03-04,保留
https://stats47.jp/laborwage/wages-working-conditions/dashboard/09000,2026-03-04,保留
https://stats47.jp/infrastructure/parks-greenery/dashboard/01000,2026-03-04,保留
https://stats47.jp/economy/consumer-price-regional-difference-index/prefecture-rank/consumer-price-regional-difference-index-healthcare,2026-03-04,保留
https://stats47.jp/energy/industrial-water/dashboard/31000,2026-03-04,保留
https://stats47.jp/international/foreign-population/dashboard/04000,2026-03-04,保留
https://stats47.jp/population/population-movement/dashboard/27000,2026-03-04,保留
https://stats47.jp/dashboard/27000/socialsecurity/health-care,2026-03-04,保留
https://stats47.jp/dashboard/43000/educationsports/elementary-school,2026-03-04,保留
https://stats47.jp/administrativefinancial/fiscal-indicators/dashboard/19000,2026-03-04,保留
https://stats47.jp/socialsecurity/social-security-indicators/dashboard/42000,2026-03-04,保留
https://stats47.jp/dashboard/14000/construction/housing-facilities,2026-03-04,保留
https://stats47.jp/infrastructure/public-transport/dashboard/37000,2026-03-04,保留
https://stats47.jp/area-profile/20000/dashboard/00000,2026-03-04,保留
https://stats47.jp/dashboard/34000/administrativefinancial/expenditure,2026-03-04,保留
https://stats47.jp/educationsports/elementary-school/dashboard/32000,2026-03-04,保留
https://stats47.jp/dashboard/29000/educationsports/compulsory-education,2026-03-04,保留
https://stats47.jp/dashboard/17000/energy/waste-management,2026-03-04,保留
https://stats47.jp/dashboard/44000/socialsecurity/medical-facilities,2026-03-04,保留
https://www.stats47.jp/stats/prefecture-rank/habitable-area-ratio/2023,2026-03-04,保留
https://stats47.jp/landweather/land-use/dashboard/21000,2026-03-04,保留
https://stats47.jp/dashboard/26000/socialsecurity/death-statistics,2026-03-04,保留
https://stats47.jp/population/population-composition/ranking/median-age?year=2020,2026-03-04,保留
https://stats47.jp/dashboard/32000/educationsports/compulsory-education,2026-03-04,保留
https://stats47.jp/ranking/median-age?year=2020,2026-03-04,保留
https://stats47.jp/dashboard/37000/economy/consumer-price-difference-index,2026-03-03,保留
https://stats47.jp/dashboard/40000/educationsports/college-university,2026-03-03,保留
https://stats47.jp/dashboard/43000/laborwage/industrial-structure,2026-03-03,保留
https://stats47.jp/dashboard/45000/socialsecurity/life-expectancy,2026-03-03,保留
https://stats47.jp/dashboard/01000/educationsports/high-school,2026-03-03,保留
https://stats47.jp/dashboard/27000/safetyenvironment/fire-insurance,2026-03-03,保留
http://stats47.jp/dashboard/13000/population/commuting-school,2026-03-03,保留
https://stats47.jp/dashboard/15000/infrastructure/roads,2026-03-03,保留
https://stats47.jp/dashboard/31000/construction/housing-ownership,2026-03-03,保留
https://stats47.jp/dashboard/27000/educationsports/college-university,2026-03-03,保留
https://stats47.jp/dashboard/11000/agriculture/agricultural-household,2026-03-03,保留
