URL,前回のクロール,ステータス
https://stats47.jp/ranking/japan-health-insurance-society-visit-rate-insured-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb052004,2026-02-24,保留
https://stats47.jp/ranking/average-broadcast-media-consumption-time-employed-man,2026-02-24,保留
https://stats47.jp/ranking/migrant-worker-ratio-sales-farm,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-hot-days-25,2026-02-24,保留
https://stats47.jp/ranking/maternal-health-guidance-per-100-births,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb013004,2026-02-24,保留
https://stats47.jp/ranking/average-height-middle-school-second-grade-male,2026-02-24,保留
https://stats47.jp/ranking/media-avg-time-unemployed-male,2026-02-24,保留
https://stats47.jp/ranking/life-expectancy-65-male,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mf0212,2026-02-24,保留
https://stats47.jp/ranking/public-assistance-facility-capacity-per-1000,2026-02-24,保留
https://stats47.jp/ranking/floor-area-new-rented-dwelling,2026-02-24,保留
https://stats47.jp/ranking/public-bath-count-per-100k,2026-02-24,保留
https://stats47.jp/ranking/hobby-leisure-avg-time-employed-male,2026-02-24,保留
https://stats47.jp/ranking/child-consultation-center-cases-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md01,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb054006,2026-02-24,保留
https://stats47.jp/ranking/public-assistance-medical-beneficiaries-per-1000,2026-02-24,保留
https://stats47.jp/ranking/national-pension-enrollees-type1-per-1000-20-59,2026-02-24,保留
https://stats47.jp/ranking/welfare-office-intellectual-disability-consultations-per-100k,2026-02-24,保留
https://stats47.jp/ranking/establishment-ratio-1-4-employees-private,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb072002,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md29,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-construction,2026-02-24,保留
https://stats47.jp/ranking/apparel-retail-store-count-per-1000,2026-02-24,保留
https://stats47.jp/ranking/number-of-freight-cars,2026-02-24,保留
https://stats47.jp/ranking/new-graduate-scheduled-salary-university-female,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb032003,2026-02-24,保留
https://stats47.jp/ranking/consumer-price-difference-index-food,2026-02-24,保留
https://stats47.jp/ranking/per-capita-social-education-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/education-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/road-bridge-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/foreign-resident-count-usa,2026-02-24,保留
https://stats47.jp/ranking/elderly-welfare-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md272,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-sunlight-hours,2026-02-24,保留
https://stats47.jp/ranking/university-new-graduates-unemployment-rate,2026-02-24,保留
https://stats47.jp/ranking/firefighting-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/general-dust-emission-facility-count,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-real-estate-leasing,2026-02-24,保留
https://stats47.jp/ranking/assistance-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021112,2026-02-24,保留
https://stats47.jp/ranking/gross-fixed-capital-formation-real-h27,2026-02-24,保留
https://stats47.jp/ranking/govt-health-insurance-visit-expense-dependents-per-person,2026-02-24,保留
https://stats47.jp/ranking/mobile-phone-ownership-multi-person-households-per-1000,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mh52,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-finance-insurance,2026-02-24,保留
https://stats47.jp/ranking/general-project-investment-urban-planning,2026-02-24,保留
https://stats47.jp/ranking/gross-fixed-capital-formation-nominal-h27,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg17,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-snowfall-over-20,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb091002,2026-02-24,保留
https://stats47.jp/ranking/discharged-patients,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-11,2026-02-24,保留
https://stats47.jp/ranking/early-neonatal-deaths,2026-02-24,保留
https://stats47.jp/ranking/general-project-investment-welfare,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-education-learning-support,2026-02-24,保留
https://stats47.jp/ranking/total-expenditure-prefecture,2026-02-24,保留
https://stats47.jp/ranking/sales-amount-private,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-wholesale-retail,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mf021,2026-02-24,保留
https://stats47.jp/ranking/police-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-mining-h27,2026-02-24,保留
https://stats47.jp/ranking/child-welfare-facility-staff-per-100k,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-6,2026-02-24,保留
https://stats47.jp/ranking/special-support-school-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-5,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-transport-postal-h27,2026-02-24,保留
https://stats47.jp/ranking/ssdse-f-precip-over-10,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-md10,2026-02-24,保留
https://stats47.jp/ranking/miscellaneous-school-students-per-1000,2026-02-24,保留
https://stats47.jp/ranking/acupuncture-moxibustion-count,2026-02-24,保留
https://stats47.jp/ranking/high-school-new-graduates-employment-rate,2026-02-24,保留
https://stats47.jp/ranking/employee-ratio-300plus-employee-establishments-private,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-income-nominal-h27,2026-02-24,保留
https://stats47.jp/ranking/japanese-movers-in-male,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-information-communication-h27,2026-02-24,保留
https://stats47.jp/ranking/usage-fees-prefecture,2026-02-24,保留
https://stats47.jp/ranking/average-broadcast-media-consumption-time-employed-woman,2026-02-24,保留
https://stats47.jp/ranking/senior-welfare-center-count-per-100k-65plus,2026-02-24,保留
https://stats47.jp/ranking/registered-foreigner-population,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb013006,2026-02-24,保留
https://stats47.jp/ranking/labor-expenditure-ratio-pref-finance,2026-02-24,保留
https://stats47.jp/ranking/new-graduate-scheduled-salary-college-female,2026-02-24,保留
https://stats47.jp/ranking/wages-salaries-h27,2026-02-24,保留
https://stats47.jp/ranking/per-capita-child-welfare-expenditure-under17-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/welfare-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-expenditure-nominal-h27,2026-02-24,保留
https://stats47.jp/ranking/psychiatric-inpatients-per-fulltime-physician-per-day,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mh01,2026-02-24,保留
https://stats47.jp/ranking/gross-capital-formation-real-h27,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb072004,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-education-h27,2026-02-24,保留
https://stats47.jp/ranking/intellectual-disability-support-facility-capacity-per-100k,2026-02-24,保留
https://stats47.jp/ranking/divorced-ratio-female-40-49,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg02,2026-02-24,保留
https://stats47.jp/ranking/current-deposit-balance-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-14,2026-02-24,保留
https://stats47.jp/ranking/intellectual-disability-support-facility-staff-per-100k,2026-02-24,保留
https://stats47.jp/ranking/anma-massage-count,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb121103,2026-02-24,保留
https://stats47.jp/ranking/rooms-per-dwelling-owner,2026-02-24,保留
https://stats47.jp/ranking/junior-high-school-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc15,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb031004,2026-02-24,保留
https://stats47.jp/ranking/inventory-change-nominal-h27,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc03,2026-02-24,保留
https://stats47.jp/ranking/elementary-school-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/judo-therapist-count,2026-02-24,保留
https://stats47.jp/ranking/tertiary-activity-avg-time-unemployed-female,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-13,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mf02,2026-02-24,保留
https://stats47.jp/ranking/health-center-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/per-child-kindergarten-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/commission-fees-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mh02,2026-02-24,保留
https://stats47.jp/ranking/kindergarten-education-diffusion-rate,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb051302,2026-02-24,保留
https://stats47.jp/ranking/per-capita-sanitation-expenditure-pref-municipal,2026-02-24,保留
https://stats47.jp/ranking/public-health-nurse-count,2026-02-24,保留
https://stats47.jp/ranking/volunteer-activity-annual-participation-rate-10plus,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-medical-welfare,2026-02-24,保留
https://stats47.jp/ranking/vocational-training-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mh51,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc095,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-health-social-h27,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb021111,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-2,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mg51,2026-02-24,保留
https://stats47.jp/ranking/personnel-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/public-assistance-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-me00,2026-02-24,保留
https://stats47.jp/ranking/ssdse-c-lb022006,2026-02-24,保留
https://stats47.jp/ranking/volunteer-activity-annual-participation-rate-15plus,2026-02-24,保留
https://stats47.jp/ranking/current-life-insurance-balance-ratio-multi-person-households,2026-02-24,保留
https://stats47.jp/ranking/japanese-movers-out-female,2026-02-24,保留
https://stats47.jp/ranking/corporate-income-h27,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-10,2026-02-24,保留
https://stats47.jp/ranking/number-of-establishments-transport-post,2026-02-24,保留
https://stats47.jp/ranking/ssdse-d-mc09,2026-02-24,保留
https://stats47.jp/ranking/adult-class-lecture-count-per-million,2026-02-24,保留
https://stats47.jp/ranking/subcontractor-completed-construction,2026-02-24,保留
https://stats47.jp/ranking/unemployment-measures-project-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/independent-revenue-prefecture,2026-02-24,保留
https://stats47.jp/ranking/child-welfare-facility-count-per-100k,2026-02-24,保留
https://stats47.jp/ranking/intellectual-disability-support-facility-residents-per-100k,2026-02-24,保留
https://stats47.jp/ranking/gross-capital-formation-nominal-h27,2026-02-24,保留
https://stats47.jp/ranking/general-project-investment-educational-facilities,2026-02-24,保留
https://stats47.jp/ranking/shipment-value-manufacturing-20,2026-02-24,保留
https://stats47.jp/ranking/subsidy-expenses-prefecture,2026-02-24,保留
https://stats47.jp/ranking/public-bond-expenses-nature-prefecture,2026-02-24,保留
https://stats47.jp/ranking/gross-prefectural-product-wholesale-retail-h27,2026-02-24,保留
https://stats47.jp/ranking/physical-disability-rehabilitation-facility-count-per-1m,2026-02-24,保留
https://stats47.jp/ranking/secondary-activity-avg-time-unemployed-female,2026-02-24,保留
https://stats47.jp/ranking/pharmacy-count,2026-02-24,保留
https://stats47.jp/ranking/public-bond-expenses-purpose-prefecture,2026-02-24,保留
https://stats47.jp/dashboard/forestry/44000,2026-02-20,保留
https://stats47.jp/dashboard/infrastructure-energy/38000,2026-02-19,保留
https://stats47.jp/dashboard/agricultural-household-economy/10000,2026-02-17,保留
http://stats47.jp/population/population-movement/ranking/moving-in-excess-rate,2025-12-04,保留
https://stats47.jp/educationsports/elementary-school/ranking/digital-textbook-rate-elementary,2025-12-03,保留
