"記事ID","タイトル","URL","カタログキー","カバー状態","計測状態","インプレッション","PV","スキ","コメント","売上（円）","全期間公開かつ表示あり","開始日（JST）","終了日（JST）"
"n7ac1079b6f20","大阪府の家計は何にお金が偏っているか ── 交通・通信費が47市平均の0.66倍にとどまる大阪市の家計","https://note.com/stats47/n/n7ac1079b6f20","a-kakei-osaka","configured","observed","51","1","0","0","0","false","2026-08-15","2026-09-11"
"n143a9f6a0050","e-Stat 統計の前年比較・5 年トレンド・増減ランキングを自動化する","https://note.com/stats47/n/n143a9f6a0050","paid-n143a9f6a0050","configured","observed","51","0","0","0","0","true","2026-08-15","2026-09-11"
"n6f5ab18ba6ff","兵庫県の家計は何にお金が偏っているか ── 交通・通信費は全国最下位水準なのに定期代が突出する神戸市の暮らし","https://note.com/stats47/n/n6f5ab18ba6ff","a-kakei-hyogo","configured","observed","50","4","0","0","0","false","2026-08-15","2026-09-11"
"ne760e2866251","埼玉県の家計は何にお金が偏っているか ── 教育費と通勤定期代に見るさいたま市の暮らし","https://note.com/stats47/n/ne760e2866251","a-kakei-saitama","configured","observed","50","2","0","0","0","false","2026-08-15","2026-09-11"
"n7ba7ee560bbb","都道府県コードと地域階層を扱う — JIS X 0401・e-Stat 5 桁・市区町村コード変換","https://note.com/stats47/n/n7ba7ee560bbb","06-prefecture-code-and-merge","configured","observed","49","3","0","0","0","true","2026-08-15","2026-09-11"
"n1d5481680c03","千葉県の家計は何にお金が偏っているか ── 教育費2倍と通学定期代に見る東京近郊の暮らし","https://note.com/stats47/n/n1d5481680c03","a-kakei-chiba","configured","observed","48","2","0","0","0","false","2026-08-15","2026-09-11"
"ndd0bb1c14aa4","新潟県の家計は何にお金が偏っているか ── 保健医療費は全国最少、雪国の備えに出費","https://note.com/stats47/n/ndd0bb1c14aa4","a-kakei-niigata","configured","observed","48","1","1","0","0","false","2026-08-15","2026-09-11"
"n75d68c2bb7e9","島根県の家計は何にお金が偏っているか ── しじみと祭具に表れる松江市の暮らし、教育費は平均の半分以下","https://note.com/stats47/n/n75d68c2bb7e9","a-kakei-shimane","configured","observed","46","1","0","0","0","false","2026-08-15","2026-09-11"
"nb6061a164201","長野県の家計は何にお金が偏っているか ── 予備校より学習机に出る長野市の教育費","https://note.com/stats47/n/nb6061a164201","a-kakei-nagano","configured","observed","46","1","0","0","0","false","2026-08-15","2026-09-11"
"nd547ff50cbe6","長崎県の家計は何にお金が偏っているか ── バス代がかさむ坂の街、長崎市","https://note.com/stats47/n/nd547ff50cbe6","a-kakei-nagasaki","configured","observed","45","3","0","0","0","false","2026-08-15","2026-09-11"
"n73a4d300e045","47 都道府県データを 1 コマンドで取得する — fetch-estat-data スキルの使い方","https://note.com/stats47/n/n73a4d300e045","recovered-n73a4d300e045","configured","observed","45","2","0","0","0","true","2026-08-15","2026-09-11"
"ne69b740f702e","香川県の家計は何にお金が偏っているか ── 住居費1.53倍とうどんに表れる高松市の暮らし","https://note.com/stats47/n/ne69b740f702e","a-kakei-kagawa","configured","observed","44","2","0","0","0","false","2026-08-15","2026-09-11"
"n7e4572d23a1b","e-Stat の統計表 ID を最短で特定する — search-estat スキルで政府統計を 1 分で見つける","https://note.com/stats47/n/n7e4572d23a1b","02-search-estat-statsdataid","configured","observed","43","7","0","0","0","true","2026-08-15","2026-09-11"
"nf962c6702b93","【2023年版】都道府県「年間日照時間」ランキング！1位埼玉と最下位青森に「1.4倍」の差","https://note.com/stats47/n/nf962c6702b93","recovered-nf962c6702b93","configured","observed","41","640","1","0","0","true","2026-08-15","2026-09-11"
"nb627534c8b66","愛媛県の家計は何にお金が偏っているか ── 教養娯楽費は少なく、被服賃借料が際立つ松山市の暮らし","https://note.com/stats47/n/nb627534c8b66","a-kakei-ehime","configured","observed","41","2","0","0","0","false","2026-08-15","2026-09-11"
"n914ee28ff773","47 都道府県データを 1 コマンドで取得する — fetch-estat-data スキルの使い方","https://note.com/stats47/n/n914ee28ff773","03-fetch-prefecture-ranking","configured","observed","41","1","0","0","0","true","2026-08-15","2026-09-11"
"ne5569b417135","滋賀県の家計は何にお金が偏っているか ── 鉄道定期代と教育費に見る大津市のベッドタウン家計","https://note.com/stats47/n/ne5569b417135","a-kakei-shiga","configured","observed","41","1","0","0","0","false","2026-08-15","2026-09-11"
"n258277f96f88","e-Stat × Claude Code とは — 自治体職員のための統計データ業務効率化ガイド","https://note.com/stats47/n/n258277f96f88","00-estat-claude-code-intro","configured","observed","40","9","0","0","0","true","2026-08-15","2026-09-11"
"n35ce2a1b9248","静岡県の家計は何にお金が偏っているか ── 住居費1.36倍と室内装飾品にみる静岡市の暮らし","https://note.com/stats47/n/n35ce2a1b9248","a-kakei-shizuoka","configured","observed","39","3","0","0","0","false","2026-08-15","2026-09-11"
"n8113876eaeab","三重県の家計は何にお金が偏っているか ── 住居費と学習机代に表れる津市の家計","https://note.com/stats47/n/n8113876eaeab","a-kakei-mie","configured","observed","39","1","0","0","0","false","2026-08-15","2026-09-11"
"n3908e5981967","家計調査でわかること — 47都道府県の「お金の使い方」が丸見えになる統計","https://note.com/stats47/n/n3908e5981967","recovered-n3908e5981967","configured","observed","38","34","0","0","0","true","2026-08-15","2026-09-11"
"n555435ada7ed","鹿児島県の家計は何にお金が偏っているか ── 祭具・墓石に支出が集中する鹿児島市の暮らし","https://note.com/stats47/n/n555435ada7ed","a-kakei-kagoshima","configured","observed","38","1","0","0","0","false","2026-08-15","2026-09-11"
"n03844512d58a","エンゲル係数で見る所得格差 ── 低所得層33%、高所得層25%。食費の中身はもっと違う","https://note.com/stats47/n/n03844512d58a","recovered-n03844512d58a","configured","observed","35","67","0","0","0","true","2026-08-15","2026-09-11"
"n2c2df066e865","上司に Claude Code 導入を承認させた説明資料 (実例加工)","https://note.com/stats47/n/n2c2df066e865","paid-n2c2df066e865","configured","observed","35","6","0","0","0","true","2026-08-15","2026-09-11"
"n48a11cea7b31","【2022年最新】都道府県別「年齢調整死亡率（65歳以上）」ランキング｜秋田と滋賀で1.22倍の格差！あなたの地域は大丈夫？","https://note.com/stats47/n/n48a11cea7b31","paid-n48a11cea7b31","configured","observed","35","1","0","0","0","true","2026-08-15","2026-09-11"
"nfd3ab8213e1f","既存の Excel マクロを Claude Code で Python 移植する","https://note.com/stats47/n/nfd3ab8213e1f","paid-nfd3ab8213e1f","configured","observed","34","15","0","0","0","true","2026-08-15","2026-09-11"
"n9f666946d105","庁内勉強会の進め方: 30 分で職員を Claude Code 入門させる","https://note.com/stats47/n/n9f666946d105","paid-n9f666946d105","configured","observed","33","3","0","0","0","true","2026-08-15","2026-09-11"
"n28943c36410a","【2021年版】趣味としての読書をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n28943c36410a","recovered-n28943c36410a","configured","observed","32","139","0","0","0","true","2026-08-15","2026-09-11"
"ne4e746d2b0cf","議会答弁原稿を Claude Code で 3 案出す prompt 集","https://note.com/stats47/n/ne4e746d2b0cf","05-assembly-answer-prompts","configured","observed","29","9","0","0","0","true","2026-08-15","2026-09-11"
"n2207f3039fd3",".claude/skills で「毎月の定型業務」を 1 コマンド化する","https://note.com/stats47/n/n2207f3039fd3","paid-n2207f3039fd3","configured","observed","29","2","0","0","0","true","2026-08-15","2026-09-11"
"ncab0d7b04228","AI 導入を渋る上席への対応 Q&A 集 (現場感あり)","https://note.com/stats47/n/ncab0d7b04228","paid-ncab0d7b04228","configured","observed","28","4","0","0","0","true","2026-08-15","2026-09-11"
"n91e82ac3b13c","【2017年版】都道府県「ホテル客室数」ランキング｜東京は2位の大阪に1.6倍の大差","https://note.com/stats47/n/n91e82ac3b13c","recovered-n91e82ac3b13c","configured","observed","26","14","0","0","0","true","2026-08-15","2026-09-11"
"nc53fa60114f8","監査に耐える AI 活用ログを残す .claude/settings.json","https://note.com/stats47/n/nc53fa60114f8","12-audit-ready-settings","configured","observed","24","1","0","0","0","true","2026-08-15","2026-09-11"
"nb3c79a94e53a","自動車保有率、東京と山形で3.2倍の格差！2014年データで見る日本の「くるま社会」の現実","https://note.com/stats47/n/nb3c79a94e53a","paid-nb3c79a94e53a","configured","observed","23","14","0","0","0","true","2026-08-15","2026-09-11"
"n974a0b7cde75","庁内ネットワークで Claude Code を動かす 3 つの抜け道","https://note.com/stats47/n/n974a0b7cde75","02-internal-network-workarounds","configured","observed","22","5","0","0","0","true","2026-08-15","2026-09-11"
"nd54b2958dc0e","農地の転用面積の都道府県格差は9.8倍！偏差値76.4の北海道と偏差値37.6の福井県の驚きの差","https://note.com/stats47/n/nd54b2958dc0e","paid-nd54b2958dc0e","configured","observed","22","4","0","0","0","true","2026-08-15","2026-09-11"
"nbead1fe772c7","MCP server を庁内システムにつなぐ実験 (架空 LGWAN 想定)","https://note.com/stats47/n/nbead1fe772c7","paid-nbead1fe772c7","configured","observed","22","2","0","0","0","true","2026-08-15","2026-09-11"
"n279776fbbbb1","【2021年版】サイクリングをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n279776fbbbb1","recovered-n279776fbbbb1","configured","observed","21","11","0","0","0","true","2026-08-15","2026-09-11"
"n863f429319ca","【2024年版】都道府県「最高気温」ランキング｜猛暑日の常連は九州・東海","https://note.com/stats47/n/n863f429319ca","recovered-n863f429319ca","configured","observed","21","6","1","0","0","true","2026-08-15","2026-09-11"
"n1e72ba0b4a43","ローカル LLM (Ollama) × Claude Code で完全オフライン業務","https://note.com/stats47/n/n1e72ba0b4a43","13-ollama-offline-local-llm","configured","observed","20","81","0","0","0","true","2026-08-15","2026-09-11"
"n51f946877627","【2021年版】遊園地・動植物園・水族館をした人が多い県は？ 1位は愛知県｜都道府県ランキング","https://note.com/stats47/n/n51f946877627","recovered-n51f946877627","configured","observed","19","16","0","0","0","true","2026-08-15","2026-09-11"
"n59c27bbc973e","起案文・決裁文の AI 査読チェックリスト 20 項目","https://note.com/stats47/n/n59c27bbc973e","08-proposal-doc-checklist-20","configured","observed","19","3","0","0","0","true","2026-08-15","2026-09-11"
"n967644e00ad9","議事録 30 分 → 5 分にした手順 (録音 mp3 → Claude Code 要約)","https://note.com/stats47/n/n967644e00ad9","04-meeting-minutes-30min-to-5min","configured","observed","19","2","0","0","0","true","2026-08-15","2026-09-11"
"ne85980349fda","【2021年版】スポーツ観覧をした人が多い県は？ 1位は広島県｜都道府県ランキング","https://note.com/stats47/n/ne85980349fda","recovered-ne85980349fda","configured","observed","18","28","0","0","0","true","2026-08-15","2026-09-11"
"n21cb13582fe6","【2023年版】都道府県「りんご消費量」ランキング｜産地・青森を抑えて長野が1位、京都8位の意外","https://note.com/stats47/n/n21cb13582fe6","recovered-n21cb13582fe6","configured","observed","18","27","0","0","0","true","2026-08-15","2026-09-11"
"n44bedb732274","都道府県別農業産出額ランキング2022：北海道が圧倒的1位、生産性も全国トップ","https://note.com/stats47/n/n44bedb732274","paid-n44bedb732274","configured","observed","18","20","0","0","0","true","2026-08-15","2026-09-11"
"n36624f1c4134","【2021年版】演芸・演劇・舞踊鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n36624f1c4134","recovered-n36624f1c4134","configured","observed","18","9","0","0","0","true","2026-08-15","2026-09-11"
"nc6e02fbe6073","Excel 予算ファイルを Claude Code で集計 (pandas / DuckDB 経由)","https://note.com/stats47/n/nc6e02fbe6073","14-excel-budget-aggregation","configured","observed","18","3","0","0","0","true","2026-08-15","2026-09-11"
"nd2fd5adb4bed","収入格差1.65倍！2023年、日本の世帯収入ランキング。あなたの県は？","https://note.com/stats47/n/nd2fd5adb4bed","paid-nd2fd5adb4bed","configured","observed","18","3","0","0","0","true","2026-08-15","2026-09-11"
"ne23e18ce9289","条例改正案を Claude Code でレビュー: 矛盾検出 + 文体統一","https://note.com/stats47/n/ne23e18ce9289","06-ordinance-revision-review","configured","observed","18","3","0","0","0","true","2026-08-15","2026-09-11"
"nb17d039bc1aa","火災死傷者数ランキング2022：鳥取と滋賀で約1.9倍の格差！あなたの街の火災リスクは？","https://note.com/stats47/n/nb17d039bc1aa","paid-nb17d039bc1aa","configured","observed","18","1","0","0","0","true","2026-08-15","2026-09-11"
"nb2d65c42c28b","【2024年版】都道府県「最高気温」ランキング｜猛暑日の常連は九州・東海","https://note.com/stats47/n/nb2d65c42c28b","recovered-nb2d65c42c28b","configured","observed","18","1","0","0","0","true","2026-08-15","2026-09-11"
"nb62db0d2826f","補助金申請書類の整合性チェックを Claude Code で","https://note.com/stats47/n/nb62db0d2826f","16-subsidy-doc-consistency","configured","observed","18","1","0","0","0","true","2026-08-15","2026-09-11"
"ne54920337944","Claude Code Hooks で個人情報マスキングを自動化する","https://note.com/stats47/n/ne54920337944","11-hooks-personal-info-masking","configured","observed","17","35","1","0","0","true","2026-08-15","2026-09-11"
"n5afa58e8e1e4","決算書類の前年比較分析を 5 分で出す手順","https://note.com/stats47/n/n5afa58e8e1e4","17-year-on-year-analysis","configured","observed","17","6","0","0","0","true","2026-08-15","2026-09-11"
"n144d350fc14e","なぜ沖縄の出生率は高いのか — 東京との差1.6倍を生む「見えない力」","https://note.com/stats47/n/n144d350fc14e","recovered-n144d350fc14e","configured","observed","16","112","0","0","0","true","2026-08-15","2026-09-11"
"nd5f8b5072cdb","【2024年版】都道府県「人口密度」ランキング｜東京と北海道で100倍の差","https://note.com/stats47/n/nd5f8b5072cdb","recovered-nd5f8b5072cdb","configured","observed","16","32","0","0","0","true","2026-08-15","2026-09-11"
"na2720854b1d9","【2021年版】キャンプをした人が多い県は？ 1位は北海道｜都道府県ランキング","https://note.com/stats47/n/na2720854b1d9","recovered-na2720854b1d9","configured","observed","16","30","0","0","0","true","2026-08-15","2026-09-11"
"n08eb33492a93","【2021年版】コーラス・声楽をした人が多い県は？ 1位は神奈川県｜都道府県ランキング","https://note.com/stats47/n/n08eb33492a93","recovered-n08eb33492a93","configured","observed","16","17","0","0","0","true","2026-08-15","2026-09-11"
"n97bd102186c6","【2021年版】ボウリングをした人が多い県は？ 1位は沖縄県｜都道府県ランキング","https://note.com/stats47/n/n97bd102186c6","recovered-n97bd102186c6","configured","observed","16","13","0","0","0","true","2026-08-15","2026-09-11"
"naf942acdbe59","災害時の SNS 発信文を Claude Code で多言語化","https://note.com/stats47/n/naf942acdbe59","paid-naf942acdbe59","configured","observed","16","3","0","0","0","true","2026-08-15","2026-09-11"
"nc276079a5317","議会一般質問の論点整理を 1 時間 → 10 分にする方法","https://note.com/stats47/n/nc276079a5317","09-assembly-question-points","configured","observed","16","3","0","0","0","true","2026-08-15","2026-09-11"
"nef4df902db37","広報誌の原稿を Claude Code でリライト: 読みやすさスコア化","https://note.com/stats47/n/nef4df902db37","18-pr-magazine-rewrite","configured","observed","16","3","0","0","0","true","2026-08-15","2026-09-11"
"n68eafab07946","Subagents で「複数案件の並行調査」を回す","https://note.com/stats47/n/n68eafab07946","paid-n68eafab07946","configured","observed","16","2","0","0","0","true","2026-08-15","2026-09-11"
"n218588ef2f67","犯罪率3.3倍の衝撃！2022年特別法犯検挙件数ランキング、あなたの街の治安は？","https://note.com/stats47/n/n218588ef2f67","recovered-n218588ef2f67","configured","observed","16","1","0","0","0","true","2026-08-15","2026-09-11"
"nba8bf272cc2b","【格差2.5歳】都道府県「初婚年齢（夫・妻）」ランキング2022：東京と山口の「2.5歳」の差と性別による違い","https://note.com/stats47/n/nba8bf272cc2b","paid-nba8bf272cc2b","configured","observed","15","149","0","0","0","true","2026-08-15","2026-09-11"
"naf04e81afb7b","統計データ加工: 公務員のための Claude Code × データ前処理入門","https://note.com/stats47/n/naf04e81afb7b","15-data-preprocessing-intro","configured","observed","15","5","0","0","0","true","2026-08-15","2026-09-11"
"nefd814b49c5d","【2021年版】スポーツをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nefd814b49c5d","recovered-nefd814b49c5d","configured","observed","15","5","0","0","0","true","2026-08-15","2026-09-11"
"nddd927386fce","住民問い合わせ FAQ を Claude Code で自動生成","https://note.com/stats47/n/nddd927386fce","recovered-nddd927386fce","configured","observed","15","1","0","0","0","true","2026-08-15","2026-09-11"
"n026bb22ad4eb","【2021年版】バレーボールをした人が多い県は？ 1位は宮崎県｜都道府県ランキング","https://note.com/stats47/n/n026bb22ad4eb","recovered-n026bb22ad4eb","configured","observed","14","21","0","0","0","true","2026-08-15","2026-09-11"
"nbedecc99f3a3","【2021年版】陶芸・工芸をした人が多い県は？ 1位は福井県・滋賀県・東京都｜都道府県ランキング","https://note.com/stats47/n/nbedecc99f3a3","recovered-nbedecc99f3a3","configured","observed","14","20","0","0","0","true","2026-08-15","2026-09-11"
"ne3cdb7819c41","【2021年版】国内観光旅行をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/ne3cdb7819c41","recovered-ne3cdb7819c41","configured","observed","14","15","0","0","0","true","2026-08-15","2026-09-11"
"n1c78ab40901f","公文書ライティングを校正させる .claude/skills 完全版","https://note.com/stats47/n/n1c78ab40901f","07-official-doc-skills","configured","observed","14","11","0","0","0","true","2026-08-15","2026-09-11"
"n6f8a367906d1","【2024年版】都道府県「最高気温」ランキング｜猛暑日の常連は九州・東海","https://note.com/stats47/n/n6f8a367906d1","recovered-n6f8a367906d1","configured","observed","14","10","0","0","0","true","2026-08-15","2026-09-11"
"nfe69996fb5c9","家計を圧迫する光熱・水道費！2023年、青森が最下位大分の1.7倍超えで全国1位に","https://note.com/stats47/n/nfe69996fb5c9","recovered-nfe69996fb5c9","configured","observed","14","3","0","0","0","true","2026-08-15","2026-09-11"
"nafcc04dcd988","都道府県別年少人口指数ランキング2022：沖縄県が27.1で圧倒的1位、東京都との差は1.6倍","https://note.com/stats47/n/nafcc04dcd988","paid-nafcc04dcd988","configured","observed","14","1","0","0","0","true","2026-08-15","2026-09-11"
"n7290144784d4","あなたの街は火事に強い？2022年火災死傷者数ランキング、鳥取と神奈川で2.5倍の格差","https://note.com/stats47/n/n7290144784d4","paid-n7290144784d4","configured","observed","14","0","0","0","0","true","2026-08-15","2026-09-11"
"n3a4efa70c02a","【2023年】交通事故発生件数ランキング｜人口10万人当たりで比較する47都道府県","https://note.com/stats47/n/n3a4efa70c02a","recovered-n3a4efa70c02a","configured","observed","13","44","0","0","0","true","2026-08-15","2026-09-11"
"n1649910097fb","【2021年版】楽器の演奏をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n1649910097fb","recovered-n1649910097fb","configured","observed","13","20","0","0","0","true","2026-08-15","2026-09-11"
"n5867882dd7ab","【2021年版】詩・和歌・俳句・小説などの創作をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n5867882dd7ab","recovered-n5867882dd7ab","configured","observed","13","20","0","0","0","true","2026-08-15","2026-09-11"
"n9b2109c9f964","個人情報を Claude に送らずに AI 活用する 3 つの設定","https://note.com/stats47/n/n9b2109c9f964","10-ai-without-personal-info","configured","observed","13","11","0","0","0","true","2026-08-15","2026-09-11"
"n827191af8c1c","【2021年版・10歳以上】海外旅行をした人が多い県は？ 1位は京都府｜都道府県ランキング","https://note.com/stats47/n/n827191af8c1c","recovered-n827191af8c1c","configured","observed","13","6","0","0","0","true","2026-08-15","2026-09-11"
"nedcf6ded5c36","自治体 IT 担当に渡せる Claude Code セキュリティ説明資料","https://note.com/stats47/n/nedcf6ded5c36","03-it-dept-security-doc","configured","observed","13","6","0","0","0","true","2026-08-15","2026-09-11"
"ncf695ba6eb35","教育費、和歌山は富山の1.57倍！あなたの街の教育コストは？【2023年版】","https://note.com/stats47/n/ncf695ba6eb35","paid-ncf695ba6eb35","configured","observed","13","1","0","0","0","true","2026-08-15","2026-09-11"
"nf0c82ce9cee0","苦情メール返信案を 5 パターン出す prompt","https://note.com/stats47/n/nf0c82ce9cee0","paid-nf0c82ce9cee0","configured","observed","13","1","0","0","0","true","2026-08-15","2026-09-11"
"na21015ac366d","【2021年版】剣道をした人が多い県は？ 1位は山形県・長野県｜都道府県ランキング","https://note.com/stats47/n/na21015ac366d","recovered-na21015ac366d","configured","observed","12","77","1","0","0","true","2026-08-15","2026-09-11"
"n581a1409b2c9","【2024年版】都道府県「大学数」ランキング｜京都が東京を抑えて1位の理由","https://note.com/stats47/n/n581a1409b2c9","recovered-n581a1409b2c9","configured","observed","12","60","0","0","0","true","2026-08-15","2026-09-11"
"ncbed56eb7c3d","都道府県別総人口・人口密度ランキング2023：格差26倍の現実","https://note.com/stats47/n/ncbed56eb7c3d","recovered-ncbed56eb7c3d","configured","observed","12","56","0","0","0","true","2026-08-15","2026-09-11"
"n1b943c7d414d","【2023年版】都道府県「薬局数」ランキング｜1位は意外にも佐賀県","https://note.com/stats47/n/n1b943c7d414d","recovered-n1b943c7d414d","configured","observed","12","15","0","0","0","true","2026-08-15","2026-09-11"
"n0135c75ca76c","高校2年の体重格差、最大5.6kg！男女とも青森がトップ、岐阜が最下位","https://note.com/stats47/n/n0135c75ca76c","paid-n0135c75ca76c","configured","observed","12","4","0","0","0","true","2026-08-15","2026-09-11"
"nef7e875ba364","あなたの県は大丈夫？2024年年少人口割合、沖縄と秋田で1.8倍の衝撃格差","https://note.com/stats47/n/nef7e875ba364","paid-nef7e875ba364","configured","observed","12","3","0","0","0","true","2026-08-15","2026-09-11"
"n03e45e40d3a7","【保存版】GoogleマップでKMLファイルを利用する方法","https://note.com/stats47/n/n03e45e40d3a7","recovered-n03e45e40d3a7","configured","observed","11","348","1","0","0","true","2026-08-15","2026-09-11"
"n765fc88c67ef","【2021年版】芸術・文化をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n765fc88c67ef","recovered-n765fc88c67ef","configured","observed","11","29","0","0","0","true","2026-08-15","2026-09-11"
"n5ced125edb74","【2021年版】ゴルフをした人が多い県は？ 1位は愛知県｜都道府県ランキング","https://note.com/stats47/n/n5ced125edb74","recovered-n5ced125edb74","configured","observed","11","20","1","0","0","true","2026-08-15","2026-09-11"
"n523b6fbeabdf","【2021年版】野球をした人が多い県は？ 1位は広島県｜都道府県ランキング","https://note.com/stats47/n/n523b6fbeabdf","recovered-n523b6fbeabdf","configured","observed","11","16","0","0","0","true","2026-08-15","2026-09-11"
"nd5edff320928","【格差1.9倍】働く女性の「自分の時間」ランキング！1位神奈川、最下位は岩手。あなたの県は？","https://note.com/stats47/n/nd5edff320928","paid-nd5edff320928","configured","observed","11","3","0","0","0","true","2026-08-15","2026-09-11"
"n724eab276711","【2021年版】人文・社会・自然科学をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n724eab276711","recovered-n724eab276711","configured","observed","11","0","0","0","0","true","2026-08-15","2026-09-11"
"n0b7373c9648a","【2021年版】サッカーをした人が多い県は？ 1位は愛知県｜都道府県ランキング","https://note.com/stats47/n/n0b7373c9648a","recovered-n0b7373c9648a","configured","observed","10","46","0","0","0","true","2026-08-15","2026-09-11"
"n3e69a23bb946","【2021年版】バスケットボールをした人が多い県は？ 1位は秋田県｜都道府県ランキング","https://note.com/stats47/n/n3e69a23bb946","recovered-n3e69a23bb946","configured","observed","10","33","0","0","0","true","2026-08-15","2026-09-11"
"n991a75be91ce","【2021年版】ゲームをした人が多い県は？ 1位は愛知県｜都道府県ランキング","https://note.com/stats47/n/n991a75be91ce","recovered-n991a75be91ce","configured","observed","10","14","0","0","0","true","2026-08-15","2026-09-11"
"n925aa92c4ee4","中学2年の体重格差、最大4.3kg！男子は青森53.6kg、女子は愛知46.7kgが最軽量","https://note.com/stats47/n/n925aa92c4ee4","paid-n925aa92c4ee4","configured","observed","10","3","0","0","0","true","2026-08-15","2026-09-11"
"n82a4168eaa19","中学2年女子の平均体重、地域差は3.1kg！2022年都道府県ランキング","https://note.com/stats47/n/n82a4168eaa19","paid-n82a4168eaa19","configured","observed","10","2","0","0","0","true","2026-08-15","2026-09-11"
"nf0fc2a7eb326","【2021年版】家政・家事をした人が多い県は？ 1位は京都府｜都道府県ランキング","https://note.com/stats47/n/nf0fc2a7eb326","recovered-nf0fc2a7eb326","configured","observed","10","1","0","0","0","true","2026-08-15","2026-09-11"
"n67de9d45c426","【2021年】趣味・娯楽時間ランキング！1位は茨城・大阪、最下位は沖縄・鹿児島で1.4倍の格差","https://note.com/stats47/n/n67de9d45c426","paid-n67de9d45c426","configured","observed","9","104","0","0","0","true","2026-08-15","2026-09-11"
"nc60f702445f8","【2021年版】国内旅行をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nc60f702445f8","recovered-nc60f702445f8","configured","observed","9","28","0","0","0","true","2026-08-15","2026-09-11"
"naa6eba6efec2","脳血管疾患死亡率、最大2.6倍の地域格差！2022年都道府県ランキングから見る日本の健康課題","https://note.com/stats47/n/naa6eba6efec2","paid-naa6eba6efec2","configured","observed","9","21","0","0","0","true","2026-08-15","2026-09-11"
"n4d38db115f82","【2021年版】編み物・手芸をした人が多い県は？ 1位は北海道｜都道府県ランキング","https://note.com/stats47/n/n4d38db115f82","recovered-n4d38db115f82","configured","observed","9","17","0","0","0","true","2026-08-15","2026-09-11"
"nabd65a1c893d","【2021年版】美術鑑賞をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nabd65a1c893d","recovered-nabd65a1c893d","configured","observed","9","13","0","0","0","true","2026-08-15","2026-09-11"
"neecba2a1752d","有効求人倍率、1位福井県と最下位神奈川県で2.2倍の格差！偏差値で見る雇用環境の地域差","https://note.com/stats47/n/neecba2a1752d","paid-neecba2a1752d","configured","observed","9","10","0","0","0","true","2026-08-15","2026-09-11"
"n598a096ecbff","【2021年版】和裁・洋裁をした人が多い県は？ 1位は神奈川県｜都道府県ランキング","https://note.com/stats47/n/n598a096ecbff","recovered-n598a096ecbff","configured","observed","9","8","0","0","0","true","2026-08-15","2026-09-11"
"n772ff041af18","農家数の都道府県格差は9.4倍！偏差値81.0の長野県と偏差値33.7の東京都の驚きの差","https://note.com/stats47/n/n772ff041af18","paid-n772ff041af18","configured","observed","9","7","0","0","0","true","2026-08-15","2026-09-11"
"n578b6e871067","【2021年版・商業実務関係】商業実務・ビジネス関係をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n578b6e871067","recovered-n578b6e871067","configured","observed","9","6","0","0","0","true","2026-08-15","2026-09-11"
"n04c2737daf2c","【2021年版】ヨガをした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/n04c2737daf2c","recovered-n04c2737daf2c","configured","observed","9","4","0","0","0","true","2026-08-15","2026-09-11"
"n317c673b1e81","【2023年】服や靴の価格、地域で1.27倍の格差！石川県は高く、鹿児島県は安い？","https://note.com/stats47/n/n317c673b1e81","paid-n317c673b1e81","configured","observed","9","2","0","0","0","true","2026-08-15","2026-09-11"
"nbf1373427ca3","【2021年版】パソコンなどの情報処理をした人が多い県は？ 1位は東京都｜都道府県ランキング","https://note.com/stats47/n/nbf1373427ca3","recovered-nbf1373427ca3","configured","observed","9","2","0","0","0","true","2026-08-15","2026-09-11"
"n159230eb514c","Claude Code への頼み方 — 公務員業務で「欲しいもの」を引き出すプロンプトの型","https://note.com/stats47/n/n159230eb514c","31-claude-code-how-to-ask","configured","observed","9","0","0","0","0","true","2026-08-15","2026-09-11"
"n391d3ef70d29","警察官の数が示す地域格差！2023年、東京が埼玉の約1.96倍でトップに","https://note.com/stats47/n/n391d3ef70d29","recovered-n391d3ef70d29","configured","observed","8","70","0","0","0","true","2026-08-15","2026-09-11"
"n5ddcfb6bf233","【2021年版】書道をした人が多い県は？ 1位は佐賀県｜都道府県ランキング","https://note.com/stats47/n/n5ddcfb6bf233","recovered-n5ddcfb6bf233","configured","observed","8","30","0","0","0","true","2026-08-15","2026-09-11"
